image,gt_label,pred_label,confidence
datasets\weather\val\partly_cloudy\bb9d32ae-e5859cbf.jpg,partly_cloudy,overcast,0.6969966292381287
datasets\weather\val\partly_cloudy\bba4ee51-12cbf4ff.jpg,partly_cloudy,overcast,0.4591985046863556
datasets\weather\val\partly_cloudy\bba4ee51-616d23a7.jpg,partly_cloudy,snowy,0.5428836941719055
datasets\weather\val\partly_cloudy\bbc46835-58ccfd96.jpg,partly_cloudy,overcast,0.583595335483551
datasets\weather\val\partly_cloudy\bbec733f-f92d5a38.jpg,partly_cloudy,overcast,0.6643459796905518
datasets\weather\val\partly_cloudy\bbf2bd83-1f5c87da.jpg,partly_cloudy,overcast,0.6450375914573669
datasets\weather\val\partly_cloudy\bbf38397-6c3d4ef5.jpg,partly_cloudy,overcast,0.833432137966156
datasets\weather\val\partly_cloudy\bbf48d08-f32427fa.jpg,partly_cloudy,overcast,0.4937427341938019
datasets\weather\val\partly_cloudy\bbf6edef-5d90487a.jpg,partly_cloudy,overcast,0.35611090064048767
datasets\weather\val\partly_cloudy\bbfe3b4f-354e4430.jpg,partly_cloudy,overcast,0.5688483119010925
datasets\weather\val\partly_cloudy\bc101f0f-6b6d71e7.jpg,partly_cloudy,overcast,0.27399617433547974
datasets\weather\val\partly_cloudy\bc29fd13-8d640e8a.jpg,partly_cloudy,snowy,0.427795946598053
datasets\weather\val\partly_cloudy\bc2e185c-229fdd44.jpg,partly_cloudy,overcast,0.6351113319396973
datasets\weather\val\partly_cloudy\bc33a49f-cd384f4a.jpg,partly_cloudy,snowy,0.4181579351425171
datasets\weather\val\partly_cloudy\bc3aa991-84d583c6.jpg,partly_cloudy,overcast,0.7021876573562622
datasets\weather\val\partly_cloudy\bc3f2e88-543a7c3e.jpg,partly_cloudy,snowy,0.5795015096664429
datasets\weather\val\partly_cloudy\bc5e32e9-73480461.jpg,partly_cloudy,rainy,0.4471723437309265
datasets\weather\val\partly_cloudy\bc72e27e-3c6f35f0.jpg,partly_cloudy,overcast,0.4803253710269928
datasets\weather\val\partly_cloudy\bc7a0adc-260a111d.jpg,partly_cloudy,overcast,0.6006751656532288
datasets\weather\val\partly_cloudy\bc7a0adc-caf8512c.jpg,partly_cloudy,clear,0.493437260389328
datasets\weather\val\partly_cloudy\bc7bc1e5-2c8a6abe.jpg,partly_cloudy,overcast,0.61683189868927
datasets\weather\val\partly_cloudy\bc7bc1e5-b3223500.jpg,partly_cloudy,overcast,0.5012639164924622
datasets\weather\val\partly_cloudy\bc8e1605-4005ee7e.jpg,partly_cloudy,overcast,0.6466938257217407
datasets\weather\val\partly_cloudy\bc9df0ab-9ab2350c.jpg,partly_cloudy,overcast,0.306704580783844
datasets\weather\val\partly_cloudy\bc9f8a23-228d01e9.jpg,partly_cloudy,overcast,0.5161986351013184
datasets\weather\val\partly_cloudy\bca84cbc-1ce525d6.jpg,partly_cloudy,overcast,0.3690512776374817
datasets\weather\val\partly_cloudy\bcade6d5-430ff8e0.jpg,partly_cloudy,overcast,0.6695165634155273
datasets\weather\val\partly_cloudy\bcaf73c1-838a8ff1.jpg,partly_cloudy,rainy,0.572825014591217
datasets\weather\val\partly_cloudy\bcaf73c1-d16abb7a.jpg,partly_cloudy,rainy,0.42411041259765625
datasets\weather\val\partly_cloudy\bcbb5180-96cfedbe.jpg,partly_cloudy,overcast,0.29455387592315674
datasets\weather\val\partly_cloudy\bcbd66a2-50519d2b.jpg,partly_cloudy,overcast,0.39364495873451233
datasets\weather\val\partly_cloudy\bcc4efaf-023c2a93.jpg,partly_cloudy,clear,0.3677978217601776
datasets\weather\val\partly_cloudy\bce62e5c-19d7f2ce.jpg,partly_cloudy,overcast,0.4921098053455353
datasets\weather\val\partly_cloudy\bd056a69-676260f6.jpg,partly_cloudy,overcast,0.782802164554596
datasets\weather\val\partly_cloudy\bd0a1433-99c735e8.jpg,partly_cloudy,clear,0.3380492925643921
datasets\weather\val\partly_cloudy\bd121728-992c6e4f.jpg,partly_cloudy,overcast,0.4964914917945862
datasets\weather\val\partly_cloudy\bd1416c5-7de887bb.jpg,partly_cloudy,clear,0.3475441038608551
datasets\weather\val\partly_cloudy\bd355fcc-6e341b88.jpg,partly_cloudy,snowy,0.4202996492385864
datasets\weather\val\partly_cloudy\bd50478a-8a65e55f.jpg,partly_cloudy,overcast,0.6739904284477234
datasets\weather\val\partly_cloudy\bd5f0e20-1792f900.jpg,partly_cloudy,overcast,0.667259156703949
datasets\weather\val\partly_cloudy\bd656105-bfcf9d5c.jpg,partly_cloudy,overcast,0.6009041666984558
datasets\weather\val\partly_cloudy\bd6ca291-fe4a1b48.jpg,partly_cloudy,overcast,0.30672553181648254
datasets\weather\val\partly_cloudy\bd82f517-d1af5063.jpg,partly_cloudy,overcast,0.6312443614006042
datasets\weather\val\partly_cloudy\bd937f4d-6c06e8b4.jpg,partly_cloudy,overcast,0.7875048518180847
datasets\weather\val\partly_cloudy\bd958472-d0a74e2f.jpg,partly_cloudy,overcast,0.5263195037841797
datasets\weather\val\partly_cloudy\bd998983-63d9420a.jpg,partly_cloudy,overcast,0.5218868851661682
datasets\weather\val\partly_cloudy\bd99cc57-f7a56498.jpg,partly_cloudy,overcast,0.8412682414054871
datasets\weather\val\partly_cloudy\bd9dbebc-30ccb9f3.jpg,partly_cloudy,overcast,0.9466014504432678
datasets\weather\val\partly_cloudy\bd9dbebc-c0b5de37.jpg,partly_cloudy,rainy,0.5453014373779297
datasets\weather\val\partly_cloudy\bd9dbebc-fc042836.jpg,partly_cloudy,rainy,0.3230430781841278
datasets\weather\val\partly_cloudy\bda04f67-927d28d6.jpg,partly_cloudy,overcast,0.49627888202667236
datasets\weather\val\partly_cloudy\bda1cdfa-5da26736.jpg,partly_cloudy,overcast,0.601379930973053
datasets\weather\val\partly_cloudy\bda1cdfa-a4626edd.jpg,partly_cloudy,rainy,0.57094806432724
datasets\weather\val\partly_cloudy\bda20cf9-258f2c93.jpg,partly_cloudy,overcast,0.4347410202026367
datasets\weather\val\partly_cloudy\bda88326-42cec697.jpg,partly_cloudy,overcast,0.8573863506317139
datasets\weather\val\partly_cloudy\bdae005f-7823c05b.jpg,partly_cloudy,overcast,0.5372558236122131
datasets\weather\val\partly_cloudy\bdb26d74-327526b3.jpg,partly_cloudy,overcast,0.8706158995628357
datasets\weather\val\partly_cloudy\bdb85450-4e8d9c80.jpg,partly_cloudy,rainy,0.38962921500205994
datasets\weather\val\partly_cloudy\bdc0dc52-b4d05890.jpg,partly_cloudy,overcast,0.7816450595855713
datasets\weather\val\partly_cloudy\bdc7ed93-686684d6.jpg,partly_cloudy,overcast,0.5084698796272278
datasets\weather\val\partly_cloudy\bdd853b8-4b3664f3.jpg,partly_cloudy,overcast,0.5080381631851196
datasets\weather\val\partly_cloudy\bdf19076-c53d74c5.jpg,partly_cloudy,overcast,0.5772037506103516
datasets\weather\val\partly_cloudy\bdf6ab8b-3ebe8356.jpg,partly_cloudy,overcast,0.7222517728805542
datasets\weather\val\partly_cloudy\bdf8fcad-32d6edca.jpg,partly_cloudy,snowy,0.4391774535179138
datasets\weather\val\partly_cloudy\be22622e-3712dbc2.jpg,partly_cloudy,overcast,0.7180911302566528
datasets\weather\val\partly_cloudy\be2c1849-c797807b.jpg,partly_cloudy,overcast,0.47879675030708313
datasets\weather\val\partly_cloudy\be2d5044-9707da3e.jpg,partly_cloudy,overcast,0.31426921486854553
datasets\weather\val\partly_cloudy\be3159f3-16212270.jpg,partly_cloudy,overcast,0.7227350473403931
datasets\weather\val\partly_cloudy\be3301b2-a86db4a9.jpg,partly_cloudy,snowy,0.3094448447227478
datasets\weather\val\partly_cloudy\be39c92f-392bb50a.jpg,partly_cloudy,overcast,0.48323795199394226
datasets\weather\val\partly_cloudy\be554fed-a4c92888.jpg,partly_cloudy,overcast,0.6497907638549805
datasets\weather\val\partly_cloudy\be554fed-d4a627d0.jpg,partly_cloudy,overcast,0.8561585545539856
datasets\weather\val\partly_cloudy\be60191c-cade58a2.jpg,partly_cloudy,overcast,0.49262160062789917
datasets\weather\val\partly_cloudy\be6fd6ac-158f717e.jpg,partly_cloudy,overcast,0.6128389239311218
datasets\weather\val\partly_cloudy\be724abb-9a2a625c.jpg,partly_cloudy,snowy,0.3681032061576843
datasets\weather\val\partly_cloudy\be731030-c29affd6.jpg,partly_cloudy,clear,0.4106813371181488
datasets\weather\val\partly_cloudy\be769e9f-ed37df2b.jpg,partly_cloudy,clear,0.3689444661140442
datasets\weather\val\partly_cloudy\be93769c-354d1d72.jpg,partly_cloudy,overcast,0.7560283541679382
datasets\weather\val\partly_cloudy\bea02fed-85841fe4.jpg,partly_cloudy,overcast,0.7203022241592407
datasets\weather\val\partly_cloudy\bea02fed-c120c91d.jpg,partly_cloudy,clear,0.43284356594085693
datasets\weather\val\partly_cloudy\bea6dbeb-f1056997.jpg,partly_cloudy,rainy,0.32739558815956116
datasets\weather\val\partly_cloudy\beb2d175-69dae2f2.jpg,partly_cloudy,overcast,0.5947504043579102
datasets\weather\val\partly_cloudy\beb2d175-72de2f87.jpg,partly_cloudy,snowy,0.5856475234031677
datasets\weather\val\partly_cloudy\beb3d6ea-272401a6.jpg,partly_cloudy,overcast,0.5676274299621582
datasets\weather\val\partly_cloudy\beb3d6ea-3a661077.jpg,partly_cloudy,overcast,0.4257979989051819
datasets\weather\val\partly_cloudy\beb712cc-ee31a67b.jpg,partly_cloudy,overcast,0.38829270005226135
datasets\weather\val\partly_cloudy\bedcfa26-e2d45cac.jpg,partly_cloudy,overcast,0.5094307065010071
datasets\weather\val\partly_cloudy\bee5ec8b-493be8dd.jpg,partly_cloudy,overcast,0.618408203125
datasets\weather\val\partly_cloudy\bef7fb14-970e2929.jpg,partly_cloudy,clear,0.4685378074645996
datasets\weather\val\partly_cloudy\bf1af616-e750e7dd.jpg,partly_cloudy,rainy,0.3301515579223633
datasets\weather\val\partly_cloudy\bf214d1e-0e86ca1f.jpg,partly_cloudy,overcast,0.5691484212875366
datasets\weather\val\partly_cloudy\bf2f4d22-2ce6a77f.jpg,partly_cloudy,overcast,0.4381002187728882
datasets\weather\val\partly_cloudy\bf31a320-4f8a93b3.jpg,partly_cloudy,snowy,0.5252995491027832
datasets\weather\val\partly_cloudy\bf3ce441-1f58c6c7.jpg,partly_cloudy,overcast,0.6671528816223145
datasets\weather\val\partly_cloudy\bf5ae456-be2897e1.jpg,partly_cloudy,overcast,0.2696378827095032
datasets\weather\val\partly_cloudy\bf5cbf56-68ea71b1.jpg,partly_cloudy,overcast,0.7476103901863098
datasets\weather\val\partly_cloudy\bf5e662c-dba716fd.jpg,partly_cloudy,snowy,0.629448652267456
datasets\weather\val\partly_cloudy\bf601f23-a680411c.jpg,partly_cloudy,overcast,0.5501900315284729
datasets\weather\val\partly_cloudy\bf8463c9-7f1810d4.jpg,partly_cloudy,overcast,0.6407861113548279
datasets\weather\val\partly_cloudy\bf86bb70-2699b8b6.jpg,partly_cloudy,snowy,0.3067096471786499
datasets\weather\val\partly_cloudy\bf8ec5b7-72e1f37c.jpg,partly_cloudy,snowy,0.779107391834259
datasets\weather\val\partly_cloudy\bf96ae83-7705add3.jpg,partly_cloudy,overcast,0.32693779468536377
datasets\weather\val\partly_cloudy\bf9e2172-8a10c663.jpg,partly_cloudy,clear,0.39381861686706543
datasets\weather\val\partly_cloudy\bfa8c531-7831c864.jpg,partly_cloudy,overcast,0.6890462040901184
datasets\weather\val\partly_cloudy\bfb3e0e3-6767a552.jpg,partly_cloudy,overcast,0.7293686866760254
datasets\weather\val\partly_cloudy\bfb3e0e3-9844c8ca.jpg,partly_cloudy,snowy,0.657936155796051
datasets\weather\val\partly_cloudy\bfc43556-5db6add1.jpg,partly_cloudy,snowy,0.37508124113082886
datasets\weather\val\partly_cloudy\bfd64d5f-f98204af.jpg,partly_cloudy,overcast,0.5299929976463318
datasets\weather\val\partly_cloudy\bfe2b817-f79474a3.jpg,partly_cloudy,overcast,0.6605311036109924
datasets\weather\val\partly_cloudy\bfe587eb-11d07974.jpg,partly_cloudy,overcast,0.556164562702179
datasets\weather\val\partly_cloudy\bfe976fd-62a13503.jpg,partly_cloudy,rainy,0.4366869032382965
datasets\weather\val\partly_cloudy\bfe98b68-b1125889.jpg,partly_cloudy,overcast,0.7010481953620911
datasets\weather\val\partly_cloudy\bff1a1d0-56aa4453.jpg,partly_cloudy,overcast,0.7901198863983154
datasets\weather\val\partly_cloudy\bff1a1d0-5a57063a.jpg,partly_cloudy,overcast,0.5801187753677368
datasets\weather\val\partly_cloudy\bff76a29-d83cd75e.jpg,partly_cloudy,overcast,0.5644558668136597
datasets\weather\val\partly_cloudy\bffe6c38-2cd2565f.jpg,partly_cloudy,overcast,0.6671107411384583
datasets\weather\val\partly_cloudy\c00d02a5-01e36f95.jpg,partly_cloudy,overcast,0.8444945812225342
datasets\weather\val\partly_cloudy\c00d02a5-6d49812c.jpg,partly_cloudy,overcast,0.8622229695320129
datasets\weather\val\partly_cloudy\c013a15f-06edbffd.jpg,partly_cloudy,overcast,0.32183775305747986
datasets\weather\val\partly_cloudy\c022e075-40907eff.jpg,partly_cloudy,overcast,0.8483286499977112
datasets\weather\val\partly_cloudy\c02eb4ca-1f560719.jpg,partly_cloudy,overcast,0.4046061038970947
datasets\weather\val\partly_cloudy\c03f8f84-a2f668ce.jpg,partly_cloudy,clear,0.7206841111183167
datasets\weather\val\partly_cloudy\c041f204-6b0c3778.jpg,partly_cloudy,snowy,0.3910899758338928
datasets\weather\val\partly_cloudy\c068a67b-03b6e200.jpg,partly_cloudy,overcast,0.8210542798042297
datasets\weather\val\partly_cloudy\c06b00b3-b8b5c0d7.jpg,partly_cloudy,overcast,0.6960615515708923
datasets\weather\val\partly_cloudy\c06fd7ca-420dd696.jpg,partly_cloudy,overcast,0.7044358253479004
datasets\weather\val\partly_cloudy\c07e5e33-06443391.jpg,partly_cloudy,overcast,0.446424663066864
datasets\weather\val\partly_cloudy\c08d18c6-6d211ae8.jpg,partly_cloudy,overcast,0.39835068583488464
datasets\weather\val\partly_cloudy\c09af0c6-61c87b58.jpg,partly_cloudy,overcast,0.4972369968891144
datasets\weather\val\partly_cloudy\c09af0c6-d87bbf00.jpg,partly_cloudy,overcast,0.3079758584499359
datasets\weather\val\partly_cloudy\c0a6cfd6-3b25543a.jpg,partly_cloudy,overcast,0.656317412853241
datasets\weather\val\partly_cloudy\c0b731b5-5f8f2b02.jpg,partly_cloudy,overcast,0.6185713410377502
datasets\weather\val\partly_cloudy\c0cce290-f5382dbd.jpg,partly_cloudy,overcast,0.4284427762031555
datasets\weather\val\partly_cloudy\c0dc5a95-26ea2d7d.jpg,partly_cloudy,overcast,0.6539766788482666
datasets\weather\val\partly_cloudy\c0dc5a95-27a7b607.jpg,partly_cloudy,overcast,0.7073289752006531
datasets\weather\val\partly_cloudy\c0dc5a95-b4bfcb2c.jpg,partly_cloudy,clear,0.5034773349761963
datasets\weather\val\partly_cloudy\c0ddc0e1-c0c70d00.jpg,partly_cloudy,overcast,0.5905534625053406
datasets\weather\val\partly_cloudy\c0e24bac-16ba0eb9.jpg,partly_cloudy,snowy,0.5961043238639832
datasets\weather\val\partly_cloudy\c0e24bac-f07076d1.jpg,partly_cloudy,overcast,0.695759117603302
datasets\weather\val\partly_cloudy\c0e5695d-8f784313.jpg,partly_cloudy,overcast,0.5991361737251282
datasets\weather\val\partly_cloudy\c0e631f4-cf85b543.jpg,partly_cloudy,overcast,0.5247697234153748
datasets\weather\val\partly_cloudy\c0e6d0ec-71f98edb.jpg,partly_cloudy,overcast,0.38449206948280334
datasets\weather\val\partly_cloudy\c0eba0ba-c73e128d.jpg,partly_cloudy,rainy,0.3168412446975708
datasets\weather\val\partly_cloudy\c0edf06a-74008e93.jpg,partly_cloudy,overcast,0.51676344871521
datasets\weather\val\partly_cloudy\c0f739d8-6ff93525.jpg,partly_cloudy,overcast,0.8140067458152771
datasets\weather\val\partly_cloudy\c13ef0e9-9cc08bb3.jpg,partly_cloudy,overcast,0.7403638362884521
datasets\weather\val\partly_cloudy\c14c42e1-a83bad41.jpg,partly_cloudy,clear,0.7491334676742554
datasets\weather\val\partly_cloudy\c14c42e1-bbb66a0a.jpg,partly_cloudy,snowy,0.8229842782020569
datasets\weather\val\partly_cloudy\c14d8658-f91e67b2.jpg,partly_cloudy,overcast,0.530036449432373
datasets\weather\val\partly_cloudy\c15c29a5-3a80f3b2.jpg,partly_cloudy,snowy,0.47385865449905396
datasets\weather\val\partly_cloudy\c15c29a5-47a16c75.jpg,partly_cloudy,overcast,0.5757802724838257
datasets\weather\val\partly_cloudy\c15c29a5-9af1055d.jpg,partly_cloudy,snowy,0.35074910521507263
datasets\weather\val\partly_cloudy\c15c29a5-eb30cb60.jpg,partly_cloudy,overcast,0.45387929677963257
datasets\weather\val\partly_cloudy\c17aa6cb-4966e0c9.jpg,partly_cloudy,overcast,0.616119384765625
datasets\weather\val\partly_cloudy\c17b1192-94d768db.jpg,partly_cloudy,overcast,0.5585876107215881
datasets\weather\val\partly_cloudy\c18c0928-a28a4f94.jpg,partly_cloudy,snowy,0.47770723700523376
datasets\weather\val\partly_cloudy\c18c4ccb-c32c02c7.jpg,partly_cloudy,rainy,0.35461899638175964
datasets\weather\val\partly_cloudy\c19d7224-503472e5.jpg,partly_cloudy,rainy,0.36765697598457336
datasets\weather\val\partly_cloudy\c1ae330e-0543c8dc.jpg,partly_cloudy,overcast,0.3076706528663635
datasets\weather\val\partly_cloudy\c1aed008-b74dbb7e.jpg,partly_cloudy,snowy,0.35648566484451294
datasets\weather\val\partly_cloudy\c1ba5ee6-1a00a269.jpg,partly_cloudy,overcast,0.49813610315322876
datasets\weather\val\partly_cloudy\c1ba5ee6-1ac54091.jpg,partly_cloudy,overcast,0.6913182139396667
datasets\weather\val\partly_cloudy\c1ba5ee6-81459f71.jpg,partly_cloudy,snowy,0.5637627840042114
datasets\weather\val\partly_cloudy\c1ba5ee6-a7916d65.jpg,partly_cloudy,rainy,0.3803808093070984
datasets\weather\val\partly_cloudy\c1ba5ee6-b2cb1e51.jpg,partly_cloudy,overcast,0.7992275953292847
datasets\weather\val\partly_cloudy\c1ba5ee6-c2c5967a.jpg,partly_cloudy,overcast,0.5526002645492554
datasets\weather\val\partly_cloudy\c1c2aba5-5d0757aa.jpg,partly_cloudy,overcast,0.4341788589954376
datasets\weather\val\partly_cloudy\c1d63428-737aac1d.jpg,partly_cloudy,clear,0.5119235515594482
datasets\weather\val\partly_cloudy\c1d9edc8-8986da55.jpg,partly_cloudy,overcast,0.27830424904823303
datasets\weather\val\partly_cloudy\c1dc04b3-0279aa42.jpg,partly_cloudy,overcast,0.8608561754226685
datasets\weather\val\partly_cloudy\c1f7104e-b64ae3b2.jpg,partly_cloudy,overcast,0.4136943519115448
datasets\weather\val\partly_cloudy\c1f7cec6-549a06ac.jpg,partly_cloudy,snowy,0.41937729716300964
datasets\weather\val\partly_cloudy\c1fa7950-fbc6ec93.jpg,partly_cloudy,overcast,0.5728894472122192
datasets\weather\val\partly_cloudy\c1fbed4d-18be096c.jpg,partly_cloudy,overcast,0.6058366298675537
datasets\weather\val\partly_cloudy\c24bae34-454a0416.jpg,partly_cloudy,snowy,0.43777433037757874
datasets\weather\val\partly_cloudy\c24bae34-ecd0abe5.jpg,partly_cloudy,overcast,0.4420420825481415
datasets\weather\val\partly_cloudy\c24e5f86-035733db.jpg,partly_cloudy,clear,0.39218103885650635
datasets\weather\val\partly_cloudy\c24e7c72-2aefe7f1.jpg,partly_cloudy,snowy,0.41759273409843445
datasets\weather\val\partly_cloudy\c2a76d08-8d6ecf47.jpg,partly_cloudy,overcast,0.7736973762512207
datasets\weather\val\partly_cloudy\c2a861df-c568afdf.jpg,partly_cloudy,snowy,0.4942689538002014
datasets\weather\val\partly_cloudy\c2b665b0-204f2f52.jpg,partly_cloudy,overcast,0.7517879009246826
datasets\weather\val\partly_cloudy\c2c32a23-8636a7e4.jpg,partly_cloudy,overcast,0.7605490684509277
datasets\weather\val\partly_cloudy\c2c32a23-b356a99b.jpg,partly_cloudy,overcast,0.5913072824478149
datasets\weather\val\partly_cloudy\c2c5fee5-f8ce1342.jpg,partly_cloudy,clear,0.4560418128967285
datasets\weather\val\partly_cloudy\c2ca5977-11073d54.jpg,partly_cloudy,overcast,0.6560807824134827
datasets\weather\val\partly_cloudy\c2d921c8-2d2a2c9b.jpg,partly_cloudy,overcast,0.7626593112945557
datasets\weather\val\partly_cloudy\c2d921c8-6d91821a.jpg,partly_cloudy,partly_cloudy,0.2791336178779602
datasets\weather\val\partly_cloudy\c2edfde8-ed5a96ad.jpg,partly_cloudy,overcast,0.4149526059627533
datasets\weather\val\partly_cloudy\c2f25682-16a2fc3f.jpg,partly_cloudy,overcast,0.4802726209163666
datasets\weather\val\partly_cloudy\c2f25682-d1334b0c.jpg,partly_cloudy,overcast,0.3376986086368561
datasets\weather\val\partly_cloudy\c2f5e5c4-7e0e3665.jpg,partly_cloudy,clear,0.348968505859375
datasets\weather\val\partly_cloudy\c2fd4d4f-3bb5c0cc.jpg,partly_cloudy,overcast,0.6000357866287231
datasets\weather\val\partly_cloudy\c30f013a-a0802298.jpg,partly_cloudy,snowy,0.3003218173980713
datasets\weather\val\partly_cloudy\c37b8378-9c23f3b3.jpg,partly_cloudy,overcast,0.8463417887687683
datasets\weather\val\partly_cloudy\c38bdba6-2abed256.jpg,partly_cloudy,overcast,0.3669074475765228
datasets\weather\val\partly_cloudy\c38bdba6-cb18e83a.jpg,partly_cloudy,overcast,0.7300000786781311
datasets\weather\val\partly_cloudy\c3a048fb-ed02cd5a.jpg,partly_cloudy,overcast,0.7080676555633545
datasets\weather\val\partly_cloudy\c3b9feeb-8362c56c.jpg,partly_cloudy,overcast,0.662064254283905
datasets\weather\val\partly_cloudy\c3c10c0c-4adfd99c.jpg,partly_cloudy,overcast,0.7945149540901184
datasets\weather\val\partly_cloudy\c3cb6d3b-bd44323e.jpg,partly_cloudy,snowy,0.3952881693840027
datasets\weather\val\partly_cloudy\c3def78d-b3fa5b93.jpg,partly_cloudy,overcast,0.70273357629776
datasets\weather\val\partly_cloudy\c3df2c24-3449c92b.jpg,partly_cloudy,snowy,0.3600403070449829
datasets\weather\val\partly_cloudy\c3e363a2-505e84d5.jpg,partly_cloudy,overcast,0.565941333770752
datasets\weather\val\partly_cloudy\c3ecb3cb-5fb43d29.jpg,partly_cloudy,overcast,0.4884827733039856
datasets\weather\val\partly_cloudy\c3edf653-bb92b354.jpg,partly_cloudy,clear,0.4196408987045288
datasets\weather\val\partly_cloudy\c3f3dd92-23328dbb.jpg,partly_cloudy,clear,0.4898489713668823
datasets\weather\val\partly_cloudy\c41b6f56-cf6480a5.jpg,partly_cloudy,overcast,0.31954577565193176
datasets\weather\val\partly_cloudy\c43a3013-05a252d3.jpg,partly_cloudy,overcast,0.6274607181549072
datasets\weather\val\partly_cloudy\c43fe5b8-165b2904.jpg,partly_cloudy,overcast,0.3792656362056732
datasets\weather\val\partly_cloudy\c43fe5b8-3d3608ce.jpg,partly_cloudy,overcast,0.33627718687057495
datasets\weather\val\partly_cloudy\c45c7487-c44e6bab.jpg,partly_cloudy,clear,0.32192716002464294
datasets\weather\val\partly_cloudy\c46c8375-20bbe925.jpg,partly_cloudy,overcast,0.5232524275779724
datasets\weather\val\partly_cloudy\c46c8375-44338121.jpg,partly_cloudy,snowy,0.40431836247444153
datasets\weather\val\partly_cloudy\c48cfadb-fcbdaa65.jpg,partly_cloudy,overcast,0.7193171977996826
datasets\weather\val\partly_cloudy\c4accb9c-58311122.jpg,partly_cloudy,overcast,0.522726833820343
datasets\weather\val\partly_cloudy\c4b3ab99-a4a09eeb.jpg,partly_cloudy,overcast,0.8789069652557373
datasets\weather\val\partly_cloudy\c4b8d344-dcbbc041.jpg,partly_cloudy,overcast,0.8396273851394653
datasets\weather\val\partly_cloudy\c4c4b88a-d1a38d2f.jpg,partly_cloudy,clear,0.4581485390663147
datasets\weather\val\partly_cloudy\c4c60257-a432f6b0.jpg,partly_cloudy,overcast,0.6371347904205322
datasets\weather\val\partly_cloudy\c4cf4c32-e9845a14.jpg,partly_cloudy,overcast,0.3672541677951813
datasets\weather\val\partly_cloudy\c4dbd719-26df8369.jpg,partly_cloudy,clear,0.5296236872673035
datasets\weather\val\partly_cloudy\c4dbd719-db521513.jpg,partly_cloudy,snowy,0.42605218291282654
datasets\weather\val\partly_cloudy\c4e926af-43c5f8d3.jpg,partly_cloudy,overcast,0.4516112208366394
datasets\weather\val\partly_cloudy\c4eb680f-4fdac155.jpg,partly_cloudy,overcast,0.4713101089000702
datasets\weather\val\partly_cloudy\c4f59bdd-00356764.jpg,partly_cloudy,overcast,0.6016831994056702
datasets\weather\val\partly_cloudy\c4fb6443-4d900d7f.jpg,partly_cloudy,clear,0.3499656021595001
datasets\weather\val\partly_cloudy\c50ac48c-417a806b.jpg,partly_cloudy,overcast,0.46875056624412537
datasets\weather\val\partly_cloudy\c51ec845-99c75a49.jpg,partly_cloudy,overcast,0.8405050039291382
datasets\weather\val\partly_cloudy\c53a24f2-5e6c5cbd.jpg,partly_cloudy,overcast,0.6846221089363098
datasets\weather\val\partly_cloudy\c53a24f2-dd27caa2.jpg,partly_cloudy,snowy,0.6856615543365479
datasets\weather\val\partly_cloudy\c53a24f2-e7ccbacd.jpg,partly_cloudy,overcast,0.6071654558181763
datasets\weather\val\partly_cloudy\c54ec43c-1aa7875b.jpg,partly_cloudy,clear,0.3759160041809082
datasets\weather\val\partly_cloudy\c55a3ec9-9aa6b23e.jpg,partly_cloudy,overcast,0.4004332721233368
datasets\weather\val\partly_cloudy\c55b79ad-fff7df7b.jpg,partly_cloudy,overcast,0.6616092324256897
datasets\weather\val\partly_cloudy\c55c6b72-d4bb26f3.jpg,partly_cloudy,overcast,0.6215153932571411
datasets\weather\val\partly_cloudy\c56c951e-07a935da.jpg,partly_cloudy,snowy,0.5762916207313538
datasets\weather\val\partly_cloudy\c59e4f05-5ebe763a.jpg,partly_cloudy,overcast,0.5604017972946167
datasets\weather\val\partly_cloudy\c5a42fb0-f73381b8.jpg,partly_cloudy,overcast,0.7667813301086426
datasets\weather\val\partly_cloudy\c5a4ccc0-87c6df6e.jpg,partly_cloudy,snowy,0.7494218945503235
datasets\weather\val\partly_cloudy\c5b166fd-443c316f.jpg,partly_cloudy,overcast,0.38995257019996643
datasets\weather\val\partly_cloudy\c5ba135d-32240f6d.jpg,partly_cloudy,clear,0.4028843939304352
datasets\weather\val\partly_cloudy\c5bc3aa9-8be77f9c.jpg,partly_cloudy,overcast,0.8549928069114685
datasets\weather\val\partly_cloudy\c5bc3aa9-d268a0aa.jpg,partly_cloudy,clear,0.3955225646495819
datasets\weather\val\partly_cloudy\c5c3116a-52333439.jpg,partly_cloudy,overcast,0.6417025923728943
datasets\weather\val\partly_cloudy\c5c9d88b-cd7f4b25.jpg,partly_cloudy,overcast,0.7352263927459717
datasets\weather\val\partly_cloudy\c5d26790-b391812d.jpg,partly_cloudy,overcast,0.8275092840194702
datasets\weather\val\partly_cloudy\c5d79098-0b67a544.jpg,partly_cloudy,overcast,0.3876025080680847
datasets\weather\val\partly_cloudy\c5def92b-a0699b4e.jpg,partly_cloudy,overcast,0.6875889301300049
datasets\weather\val\partly_cloudy\c5e32cf6-7d2e04b4.jpg,partly_cloudy,partly_cloudy,0.3378852903842926
datasets\weather\val\partly_cloudy\c5e41dc2-b8afddfc.jpg,partly_cloudy,rainy,0.30860674381256104
datasets\weather\val\partly_cloudy\c5f27105-45b3e276.jpg,partly_cloudy,overcast,0.5261762738227844
datasets\weather\val\partly_cloudy\c5f99fea-d9ccc213.jpg,partly_cloudy,overcast,0.732379138469696
